what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.ide",1277903357244
started,bundle,org.eclipse.ui.net,1.2.0.I20090430-0408,"org.eclipse.ui.net",1277903357244
started,bundle,org.eclipse.ui.views,3.4.0.I20090525-2000,"org.eclipse.ui.views",1277903357245
started,bundle,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"org.eclipse.ui.workbench",1277903357245
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.workbench.texteditor",1277903357246
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1277903357246
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1277903357247
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1277903357247
started,bundle,org.eclipse.wst.common.frameworks,1.1.300.v200904160730,"org.eclipse.wst.common.frameworks",1277903357248
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.0.v200906080535,"org.eclipse.wst.common.project.facet.core",1277903357248
started,bundle,org.eclipse.wst.web,1.1.300.v200901261500,"org.eclipse.wst.web",1277903357248
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.102.v200903070248,"org.eclipse.wst.ws.service.policy.ui",1277903357249
started,bundle,com.powerflasher.fdt.core,4.0.0.1077,"com.powerflasher.fdt.core",1277903357249
started,bundle,com.powerflasher.fdt.core.dom,4.0.0.1077,"com.powerflasher.fdt.core.dom",1277903357249
started,bundle,com.powerflasher.fdt.core.mxml,4.0.0.1077,"com.powerflasher.fdt.core.mxml",1277903357249
started,bundle,com.powerflasher.fdt.core.profiler,4.0.0.1077,"com.powerflasher.fdt.core.profiler",1277903357250
started,bundle,com.powerflasher.fdt.ui,4.0.0.1077,"com.powerflasher.fdt.ui",1277903357250
started,bundle,com.powerflasher.fdt.ui.enterprise,4.0.0.1077,"com.powerflasher.fdt.ui.enterprise",1277903357250
started,bundle,com.powerflasher.fdt.ui.launch,4.0.0.1077,"com.powerflasher.fdt.ui.launch",1277903357250
started,bundle,com.powerflasher.fdt.ui.mxml,4.0.0.1077,"com.powerflasher.fdt.ui.mxml",1277903357250
started,bundle,com.powerflasher.fdt.ui.professional,4.0.0.1077,"com.powerflasher.fdt.ui.professional",1277903357250
os,sysinfo,,,"macosx",1277903357254
arch,sysinfo,,,"x86",1277903357254
ws,sysinfo,,,"cocoa",1277903357254
locale,sysinfo,,,"en_US",1277903357254
